chunk_id,source_type,title,product_line,device_model,error_code,issue_type,content
TCK-2026-0134,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0135,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0136,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0137,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0138,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0139,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0140,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0141,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0142,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0143,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0144,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0145,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0146,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0147,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0148,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0149,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0150,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0151,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0152,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0153,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0154,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0155,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0156,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0157,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0158,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0159,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0160,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0161,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0162,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0163,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0164,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0165,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0166,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0167,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0168,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0169,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0170,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0171,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0172,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0173,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0174,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0175,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0176,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0177,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0178,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0179,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0180,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0181,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0182,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0183,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0184,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0185,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0186,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0187,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0188,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0189,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0190,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0191,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0192,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0193,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0194,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0195,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0196,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0197,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0198,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0199,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0200,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0201,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0202,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0203,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0204,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
